Subdistrict,Fishery,Sample week,HARVDATE,RED,KING,COHO
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,13,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,3,4,0
Glennallen Subdistrict,Fed GSD Sub,,6/24/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,1,3,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,5,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,34,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,80,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,90,14,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,1,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,13,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,14,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,50,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,34,1,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,43,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,8,4,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,21,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,28,4,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,40,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,30,3,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,89,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,14,3,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,45,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,5,5,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,60,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,35,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,90,5,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,4,1,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,3,1,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,12,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,3,2,0
Glennallen Subdistrict,STATE SUB,,6/25/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,2,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,20,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,27,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,3,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,26,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,20,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,3,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,26,4,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,3,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,25,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/25/2020,3,4,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,21,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,28,3,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,70,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,0,3,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,164,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,49,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,3,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,75,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,13,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,50,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,9,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,56,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,35,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,32,9,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,0,5,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,10,5,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,0,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,35,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,90,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,34,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,54,3,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,40,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,23,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,40,5,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,1,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,8,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,46,3,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,30,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,25,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,39,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,7,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,57,18,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,20,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,19,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,0,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,20,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,3,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,90,3,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,29,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,20,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,7,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,41,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,25,4,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,25,3,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,12,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,22,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,15,1,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,13,2,0
Glennallen Subdistrict,STATE SUB,,6/26/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,12,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,5,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,3,7,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,3,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,11,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,39,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,39,2,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,5,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/26/2020,2,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,22,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,36,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,18,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,4,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,26,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,77,2,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,20,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,100,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,5,3,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,38,6,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,0,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,6,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,7,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,23,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,44,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,123,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,96,5,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,38,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,16,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,30,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,14,2,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,15,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,35,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,10,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,50,3,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,32,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,33,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,7,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,9,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,5,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,21,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,4,5,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,34,2,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,75,2,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,30,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,30,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,22,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,25,1,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,20,0,0
Glennallen Subdistrict,STATE SUB,,6/27/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,9,3,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,,6/27/2020,2,5,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,20,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,40,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,82,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,8,2,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,43,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,70,2,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,42,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,45,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,70,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,7,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,2,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,30,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,40,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,20,5,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,50,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,70,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,20,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,23,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,0,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,58,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,18,4,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,30,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,35,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,30,5,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,40,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,17,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,19,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,7,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,4,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,124,5,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,49,0,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,24,1,0
Glennallen Subdistrict,STATE SUB,5,6/28/2020,22,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,26,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,1,5,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,24,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,5,2,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/28/2020,12,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,75,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,2,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,37,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,148,2,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,11,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,68,2,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,50,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,25,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,25,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,28,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,48,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,7,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,22,3,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,20,2,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,10,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,54,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,40,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,26,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,26,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,19,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,20,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,37,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,28,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,65,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,78,2,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,36,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,43,2,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,6,4,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,18,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,20,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,26,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,5,1,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,5,4,0
Glennallen Subdistrict,STATE SUB,5,6/29/2020,1,5,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,19,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,69,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,30,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,19,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,15,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,17,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,17,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/29/2020,2,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,27,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,4,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,50,2,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,28,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,8,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,26,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,17,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,70,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,8,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,60,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,71,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,49,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,126,2,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,18,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,18,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,59,3,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,59,5,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,80,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,10,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,45,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,20,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,33,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,8,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,28,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,18,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,18,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,6,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,19,5,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,22,1,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,10,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,62,4,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,47,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,7,0,0
Glennallen Subdistrict,STATE SUB,5,6/30/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,19,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,8,2,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,2,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,40,3,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,25,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,17,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,50,0,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,1,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,3,1,0
Glennallen Subdistrict,Fed GSD Sub,5,6/30/2020,30,2,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,18,1,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,2,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,16,2,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,13,2,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,20,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,15,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,4,1,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,10,1,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,10,1,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,37,1,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,12,7,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,5,3,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,23,1,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,31,1,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,62,2,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,37,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,45,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,21,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,11,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,28,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,22,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,25,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,2,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/1/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,7,2,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,3,1,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,38,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,0,5,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,17,3,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,20,3,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,12,4,0
Glennallen Subdistrict,Fed GSD Sub,5,7/1/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,14,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,8,1,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,7,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,18,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,20,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,8,1,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,21,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,2,1,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,35,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,19,3,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,24,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,22,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,12,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,3,1,0
